เวลาบันทึก,วันที่ตรวจ,แบรนด์,สาขา,MOD,AM,ผู้ตรวจ,"คะแนนรวม (%)",Grade,"Bar Coffee Station","Call Order & Service Station","Food & Bakery Station","Environment Station",Administration,หมายเหตุ,B01,Q01-Juice,Q01-Classic,B02,Q01-Smoothie,B03,Q01-Signature,B04,Q02,B05,Q03,B06,Q04,B07,Q05,B08,Q06,B09,Q07,B10,Q08,B11,Q09,B12,Q10,B13,Q11,B14,Q12,B15,Q13,S01,Q14,S02,Q15,S03,Q16,S04,Q17,S05,Q18,S06,Q19,S07,Q20,S08,Q21,S09,Q22,S10,Q23,S11,Q24,S12,Q25,S13,Q26,S14,Q27,S15,Q28,F01,Q29,F02,Q30,F03,Q31,F04,Q32,F05,Q33,F06,Q34,F07,Q35,F08,Q36,F09,Q37,Q38,E01,E02,E03,E04,E05,E06,E07,E08,E09,E10,E11,E12,E13,A01,A02,A03,A04,A05
"2026-06-19 09:36:21",2026-06-19,WaTerFruit,"WaTerFruit - AWOL",Muay,Muay,6808401,80,Fair,33,13,25,7,2,,,5,,,5,,5,,2,,5,,5,,2,,0,,0,,2,,2,,0,,5,,0,,0,,2,,2,,2,,0,,2,,5,,5,,5,,2,,2,,2,,0,,2,,2,,0,,2,,0,,2,,2,,1,,0,,1,,0,,1,,,,,,,,,,,,,,,,,,,
